Out-degree	Count
0	9843
1	2683
2	501
3	249
4	178
5	111
6	82
7	65
8	58
9	44
10	32
11	37
12	28
13	28
14	16
15	21
16	11
17	19
18	9
19	10
20	8
21	8
22	8
23	4
24	7
25	4
26	4
27	6
28	6
29	7
30	3
31	7
32	3
33	2
34	3
35	4
36	3
37	3
39	2
40	1
42	2
44	1
45	2
46	2
48	2
51	1
52	1
58	1
59	1
61	1
64	1
71	1
76	1
80	2
102	1
106	1
