taxonomic_order,species_code,taxon_concept_id,primary_com_name,sci_name,genus,family,add.to,do.not.break,notes,ETM.manual.fix,MJI suggested fix
9657,rbdhor1,avibase-53D72911,Red-billed Dwarf Hornbill,Lophoceros_camurus,Lophoceros,Bucerotidae (Hornbills),,,,,
9658,crohor1,avibase-1FDA0172,Crowned Hornbill,Lophoceros_alboterminatus,Lophoceros,Bucerotidae (Hornbills),,,,,
9659,brahor1,avibase-336CB959,Bradfield's Hornbill,Lophoceros_bradfieldi,Lophoceros,Bucerotidae (Hornbills),,,,,
9660,afphor2,avibase-89218876,West African Pied Hornbill,Lophoceros_semifasciatus,Lophoceros,Bucerotidae (Hornbills),"Lophoceros_alboterminatus, Lophoceros_bradfieldi, Lophoceros_semifasciatus, Lophoceros_fasciatus, Lophoceros_hemprichii",,"Closely related to Crowned Hornbill (Lophoceros alboterminatus) and Bradfield's Hornbill (Lophoceros bradfieldi), also to Hemprich's Hornbill (Lophoceros hemprichii) (16, 17), all of which have similar calls and displays",,
9661,afphor3,avibase-4B8F7AF5,Congo Pied Hornbill,Lophoceros_fasciatus,Lophoceros,Bucerotidae (Hornbills),"Lophoceros_alboterminatus, Lophoceros_bradfieldi, Lophoceros_semifasciatus, Lophoceros_fasciatus, Lophoceros_hemprichii",,Most recent literature considers this species to be conspecific with West African Pied Hornbill (Lophoceros semifasciatus),,
9663,hemhor1,avibase-6D72B23C,Hemprich's Hornbill,Lophoceros_hemprichii,Lophoceros,Bucerotidae (Hornbills),,,,,
9664,afghor1,avibase-0CCD664D,African Gray Hornbill,Lophoceros_nasutus,Lophoceros,Bucerotidae (Hornbills),,,,,
9667,pabhor1,avibase-235F0000,Pale-billed Hornbill,Lophoceros_pallidirostris,Lophoceros,Bucerotidae (Hornbills),,,,,
9671,eybhor1,avibase-3BCD9CB0,Eastern Yellow-billed Hornbill,Tockus_flavirostris,Tockus,Bucerotidae (Hornbills),"Tockus_flavirostris, Tockus_leucomelas",,,,23 Dec MJI added: this is just in case either of these is unmapped so that an additionstatement will take precedence. It seems very unlikely that these are not sisters.
9672,sybhor1,avibase-21A15CDE,Southern Yellow-billed Hornbill,Tockus_leucomelas,Tockus,Bucerotidae (Hornbills),"Tockus_flavirostris, Tockus_leucomelas",,,,23 Dec MJI added: this is just in case either of these is unmapped so that an additionstatement will take precedence. It seems very unlikely that these are not sisters.
9675,jachor1,avibase-427D7FD6,Jackson's Hornbill,Tockus_jacksoni,Tockus,Bucerotidae (Hornbills),,,,,
9676,vddhor1,avibase-DE36D3BD,Von der Decken's Hornbill,Tockus_deckeni,Tockus,Bucerotidae (Hornbills),,,,,
9677,monhor1,avibase-C8898E88,Monteiro's Hornbill,Tockus_monteiri,Tockus,Bucerotidae (Hornbills),,,,,
9678,srbhor1,avibase-73A7F4D0,Southern Red-billed Hornbill,Tockus_rufirostris,Tockus,Bucerotidae (Hornbills),"Tockus_rufirostris, Tockus_damarensis, Tockus_ruahae, Tockus_kempi, Tockus_erythrorhynchus",,,,
9679,drbhor1,avibase-4C4AADAB,Damara Red-billed Hornbill,Tockus_damarensis,Tockus,Bucerotidae (Hornbills),,,,,
9682,trbhor1,avibase-1A34CC23,Tanzanian Red-billed Hornbill,Tockus_ruahae,Tockus,Bucerotidae (Hornbills),,,,,
9683,wrbhor2,avibase-1ADEF52B,Western Red-billed Hornbill,Tockus_kempi,Tockus,Bucerotidae (Hornbills),,,,,
9684,rebhor1,avibase-AF75AC32,Northern Red-billed Hornbill,Tockus_erythrorhynchus,Tockus,Bucerotidae (Hornbills),,,,,
9686,whchor2,avibase-89BFB892,White-crowned Hornbill,Berenicornis_comatus,Berenicornis,Bucerotidae (Hornbills),,,,,
9687,whchor1,avibase-8009A6BC,Western Long-tailed Hornbill,Horizocerus_albocristatus,Horizocerus,Bucerotidae (Hornbills),"Berenicornis; Horizocerus; Horizocerus_albocristatus, Horizocerus_cassini","Horizocerus_hartlaubi, Horizocerus_granti"," MJI: refined; Eliot CHECK THIS, will it work? ETM: absolutely seems like it should, but not working for some reason. Removing exclusion statement to get it over finish line. Not sure why it won't work right now. ETM: realizing I can modify this and maintain original intent. Doing so and re-running",,MJI fixed 22 Dec to restore monophyly
9690,whchor4,avibase-EBFEDFB3,Eastern Long-tailed Hornbill,Horizocerus_cassini,Horizocerus,Bucerotidae (Hornbills),"Berenicornis; Horizocerus; Horizocerus_albocristatus, Horizocerus_cassini","Horizocerus_hartlaubi, Horizocerus_granti"," MJI: refined; Eliot CHECK THIS, will it work? ETM: absolutely seems like it should, but not working for some reason. Removing exclusion statement to get it over finish line. Not sure why it won't work right now. ETM: realizing I can modify this and maintain original intent. Doing so and re-running",,MJI fixed 22 Dec to restore monophyly
9692,bkdhor1,avibase-66D85117,Western Dwarf Hornbill,Horizocerus_hartlaubi,Horizocerus,Bucerotidae (Hornbills),"Berenicornis; Horizocerus; Horizocerus_hartlaubi, Horizocerus_granti","Horizocerus_albocristatus, Horizocerus_cassini"," MJI: refined; Eliot CHECK THIS, will it work? ETM: absolutely seems like it should, but not working for some reason. Removing exclusion statement to get it over finish line. Not sure why it won't work right now. ETM: realizing I can modify this and maintain original intent. Doing so and re-running",,MJI fixed 22 Dec to restore monophyly
9693,bkdhor2,avibase-23FEF54E,Eastern Dwarf Hornbill,Horizocerus_granti,Horizocerus,Bucerotidae (Hornbills),"Berenicornis; Horizocerus; Horizocerus_hartlaubi, Horizocerus_granti","Horizocerus_albocristatus, Horizocerus_cassini"," MJI: refined; Eliot CHECK THIS, will it work? ETM: absolutely seems like it should, but not working for some reason. Removing exclusion statement to get it over finish line. Not sure why it won't work right now. ETM: realizing I can modify this and maintain original intent. Doing so and re-running",,MJI fixed 22 Dec to restore monophyly
9695,yechor1,avibase-CBC236C2,Yellow-casqued Hornbill,Ceratogymna_elata,Ceratogymna,Bucerotidae (Hornbills),,,,,
9696,blchor1,avibase-C05BF908,Black-casqued Hornbill,Ceratogymna_atrata,Ceratogymna,Bucerotidae (Hornbills),,,,,
9698,sichor1,avibase-5350D0E8,Silvery-cheeked Hornbill,Bycanistes_brevis,Bycanistes,Bucerotidae (Hornbills),,,,,
9699,bawhor2,avibase-02428AC1,Black-and-white-casqued Hornbill,Bycanistes_subcylindricus,Bycanistes,Bucerotidae (Hornbills),,,,,
9702,bnchor1,avibase-F03111B9,Brown-cheeked Hornbill,Bycanistes_cylindricus,Bycanistes,Bucerotidae (Hornbills),,,,,
9703,whthor1,avibase-2F7DCF91,White-thighed Hornbill,Bycanistes_albotibialis,Bycanistes,Bucerotidae (Hornbills),,,,,
9704,truhor1,avibase-3A4D2B44,Trumpeter Hornbill,Bycanistes_bucinator,Bycanistes,Bucerotidae (Hornbills),,,,,
9705,piphor1,avibase-2AAFDD00,Piping Hornbill,Bycanistes_fistulator,Bycanistes,Bucerotidae (Hornbills),,,,,
9710,helhor1,avibase-88CDFD67,Helmeted Hornbill,Rhinoplax_vigil,Rhinoplax,Bucerotidae (Hornbills),,,,,
9711,rufhor1,avibase-4AE2B146,Rufous Hornbill,Buceros_hydrocorax,Buceros,Bucerotidae (Hornbills),,,,,
9715,rhihor1,avibase-0D3D9303,Rhinoceros Hornbill,Buceros_rhinoceros,Buceros,Bucerotidae (Hornbills),,,,,
9719,grehor1,avibase-A9D587B9,Great Hornbill,Buceros_bicornis,Buceros,Bucerotidae (Hornbills),,,,,
9721,buchor1,avibase-1FD5EBCD,Bushy-crested Hornbill,Anorrhinus_galeritus,Anorrhinus,Bucerotidae (Hornbills),,,,,
9722,brnhor1,avibase-71A029B9,Brown Hornbill,Anorrhinus_austeni,Anorrhinus,Bucerotidae (Hornbills),,,,,
9723,ruchor1,avibase-8454CE68,Rusty-cheeked Hornbill,Anorrhinus_tickelli,Anorrhinus,Bucerotidae (Hornbills),,,,,
9724,inghor2,avibase-FD5AD57F,Indian Gray Hornbill,Ocyceros_birostris,Ocyceros,Bucerotidae (Hornbills),,,,,
9725,maghor2,avibase-2BE24F91,Malabar Gray Hornbill,Ocyceros_griseus,Ocyceros,Bucerotidae (Hornbills),,,,,
9727,ceghor1,avibase-51D20ACB,Sri Lanka Gray Hornbill,Ocyceros_gingalensis,Ocyceros,Bucerotidae (Hornbills),,,,,
9728,blahor1,avibase-6DC62BCF,Black Hornbill,Anthracoceros_malayanus,Anthracoceros,Bucerotidae (Hornbills),,,,,
9729,sulhor2,avibase-C2775FA0,Sulu Hornbill,Anthracoceros_montani,Anthracoceros,Bucerotidae (Hornbills),,,,,
9730,maphor1,avibase-079BC769,Malabar Pied-Hornbill,Anthracoceros_coronatus,Anthracoceros,Bucerotidae (Hornbills),,,,,
9731,orphor1,avibase-082CFEA6,Oriental Pied-Hornbill,Anthracoceros_albirostris,Anthracoceros,Bucerotidae (Hornbills),,,,,
9735,palhor1,avibase-87269308,Palawan Hornbill,Anthracoceros_marchei,Anthracoceros,Bucerotidae (Hornbills),,,,,
9736,runhor1,avibase-01391B1A,Rufous-necked Hornbill,Aceros_nipalensis,Aceros,Bucerotidae (Hornbills),,,,,
9737,knohor1,avibase-A535F76B,Knobbed Hornbill,Rhyticeros_cassidix,Rhyticeros,Bucerotidae (Hornbills),,,,,
9738,sumhor1,avibase-CDBB9B38,Sumba Hornbill,Rhyticeros_everetti,Rhyticeros,Bucerotidae (Hornbills),,,,,
9739,wrehor1,avibase-3C98DDBC,Wreathed Hornbill,Rhyticeros_undulatus,Rhyticeros,Bucerotidae (Hornbills),,,,,
9740,plphor1,avibase-FAA31B81,Plain-pouched Hornbill,Rhyticeros_subruficollis,Rhyticeros,Bucerotidae (Hornbills),,,,,
9742,narhor1,avibase-E3E8456E,Narcondam Hornbill,Rhyticeros_narcondami,Rhyticeros,Bucerotidae (Hornbills),,,,,
9743,blyhor1,avibase-524408DF,Blyth's Hornbill,Rhyticeros_plicatus,Rhyticeros,Bucerotidae (Hornbills),,,,,
9750,sulhor1,avibase-C0BD105F,Sulawesi Hornbill,Rhabdotorrhinus_exarhatus,Rhabdotorrhinus,Bucerotidae (Hornbills),,,,,
9753,wrihor1,avibase-9C62A324,Wrinkled Hornbill,Rhabdotorrhinus_corrugatus,Rhabdotorrhinus,Bucerotidae (Hornbills),,,,,
9754,wrbhor1,avibase-522A2DFD,Writhe-billed Hornbill,Rhabdotorrhinus_waldeni,Rhabdotorrhinus,Bucerotidae (Hornbills),,,,,
9755,wrihor2,avibase-400BE12E,Writhed Hornbill,Rhabdotorrhinus_leucocephalus,Rhabdotorrhinus,Bucerotidae (Hornbills),,,,,
9756,tarhor1,avibase-56D5A470,Visayan Hornbill,Penelopides_panini,Penelopides,Bucerotidae (Hornbills),,,,,
9759,luzhor1,avibase-FB6FE713,Luzon Hornbill,Penelopides_manillae,Penelopides,Bucerotidae (Hornbills),,,,,
9760,minhor2,avibase-ED3D5F4C,Mindoro Hornbill,Penelopides_mindorensis,Penelopides,Bucerotidae (Hornbills),,,,,
9761,samhor1,avibase-A6F198A6,Samar Hornbill,Penelopides_samarensis,Penelopides,Bucerotidae (Hornbills),,,,,
9762,minhor1,avibase-12D638FA,Mindanao Hornbill,Penelopides_affinis,Penelopides,Bucerotidae (Hornbills),,,,,
9767,rbbeat1,avibase-793BF787,Red-bearded Bee-eater,Nyctyornis_amictus,Nyctyornis,Meropidae (Bee-eaters),,,,,
9768,bbbeat1,avibase-5C15B5FC,Blue-bearded Bee-eater,Nyctyornis_athertoni,Nyctyornis,Meropidae (Bee-eaters),,,,,
9771,pbbeat1,avibase-34E92BE0,Purple-bearded Bee-eater,Meropogon_forsteni,Meropogon,Meropidae (Bee-eaters),,,,,
9772,blbeat1,avibase-3B472CF5,Black Bee-eater,Merops_gularis,Merops,Meropidae (Bee-eaters),,,,,
9775,bumbee1,avibase-51ADCEDC,Blue-moustached Bee-eater,Merops_mentalis,Merops,Meropidae (Bee-eaters),,,,,
9776,bhbeat2,avibase-72CAA64D,Blue-headed Bee-eater,Merops_muelleri,Merops,Meropidae (Bee-eaters),,,,,
9777,rtbeat1,avibase-E6DC5DA1,Red-throated Bee-eater,Merops_bulocki,Merops,Meropidae (Bee-eaters),,,,,
9780,wfbeat1,avibase-38507A80,White-fronted Bee-eater,Merops_bullockoides,Merops,Meropidae (Bee-eaters),,,,,
9783,libeat1,avibase-C0A68CA0,Little Bee-eater,Merops_pusillus,Merops,Meropidae (Bee-eaters),,,,,
9789,bbbeat2,avibase-A90C512F,Blue-breasted Bee-eater,Merops_variegatus,Merops,Meropidae (Bee-eaters),,,,,
9793,bubbee2,avibase-D0C68FE0,Ethiopian Bee-eater,Merops_lafresnayii,Merops,Meropidae (Bee-eaters),"Merops_variegatus, Merops_lafresnayii, Merops_oreobates",,"In the past, variously thought to be a subspecies of either the patchily but widely distributed Blue-breasted Bee-eater (Merops variegatus), which occurs from Kenya, Tanzania, and Zambia west to Cameroon, Gabon, and Angola, or the Cinnamon-chested Bee-eater (Merops oreobates) of the eastern Congo Basin to Kenya and Tanzania",,
9794,ccbeat1,avibase-B85B93BB,Cinnamon-chested Bee-eater,Merops_oreobates,Merops,Meropidae (Bee-eaters),,,,,
9795,stbeat1,avibase-910E6D86,Swallow-tailed Bee-eater,Merops_hirundineus,Merops,Meropidae (Bee-eaters),,,,,
9800,bhbeat1,avibase-4A34E9CE,Black-headed Bee-eater,Merops_breweri,Merops,Meropidae (Bee-eaters),,,,,
9801,sobeat1,avibase-AFA39D5A,Somali Bee-eater,Merops_revoilii,Merops,Meropidae (Bee-eaters),,,,,
9802,wtbeat1,avibase-03C4A0C9,White-throated Bee-eater,Merops_albicollis,Merops,Meropidae (Bee-eaters),,,,,
9803,grnbee1,avibase-0AAA530E,African Green Bee-eater,Merops_viridissimus,Merops,Meropidae (Bee-eaters),"Merops_viridissimus, Merops_cyanophrys, Merops_orientalis",,"It was formerly considered conspecific with two other species, the Asian Green Bee-eater (Merops orientalis) and the Arabian Green Bee-eater (Merops cyanophrys), and all three share broadly similar morphology (largely green-and-blue plumage with a relatively long tail), but remain clearly separable using plumage characters; their genetic relationships remain to be analyzed.",,
9807,grnbee2,avibase-681DC913,Arabian Green Bee-eater,Merops_cyanophrys,Merops,Meropidae (Bee-eaters),"Merops_viridissimus, Merops_cyanophrys, Merops_orientalis",,,,
9811,grnbee3,avibase-759AD1FB,Asian Green Bee-eater,Merops_orientalis,Merops,Meropidae (Bee-eaters),,,,,
9817,bobeat1,avibase-30238523,Böhm's Bee-eater,Merops_boehmi,Merops,Meropidae (Bee-eaters),,,,,
9818,btbeat2,avibase-457420DA,Blue-throated Bee-eater,Merops_viridis,Merops,Meropidae (Bee-eaters),,,,,
9819,rucbee1,avibase-883932EE,Rufous-crowned Bee-eater,Merops_americanus,Merops,Meropidae (Bee-eaters),"Merops_viridis, Merops_americanus",,"Relationships uncertain. Until recently was treated as conspecific with M. viridis, but...",,
9820,bcbeat1,avibase-6EE45113,Blue-cheeked Bee-eater,Merops_persicus,Merops,Meropidae (Bee-eaters),,,,,
9823,mabeat1,avibase-AC89B8FF,Olive Bee-eater,Merops_superciliosus,Merops,Meropidae (Bee-eaters),,,,,
9826,btbeat1,avibase-809951F0,Blue-tailed Bee-eater,Merops_philippinus,Merops,Meropidae (Bee-eaters),,,,,
9828,rabeat1,avibase-3EDF8B55,Rainbow Bee-eater,Merops_ornatus,Merops,Meropidae (Bee-eaters),,,,,
9829,eubeat1,avibase-66AA3934,European Bee-eater,Merops_apiaster,Merops,Meropidae (Bee-eaters),,,,,
9830,chbeat1,avibase-F8652F4F,Chestnut-headed Bee-eater,Merops_leschenaulti,Merops,Meropidae (Bee-eaters),,,,,
9834,robeat1,avibase-32E6DB03,Rosy Bee-eater,Merops_malimbicus,Merops,Meropidae (Bee-eaters),,,,,
9835,ncbeat1,avibase-2125426A,Northern Carmine Bee-eater,Merops_nubicus,Merops,Meropidae (Bee-eaters),,,,,
9836,scbeat1,avibase-B34CB92A,Southern Carmine Bee-eater,Merops_nubicoides,Merops,Meropidae (Bee-eaters),,,,,
9839,cubtod1,avibase-6C2B1135,Cuban Tody,Todus_multicolor,Todus,Todidae (Todies),,,,,
9840,brbtod1,avibase-DC4EA5F1,Broad-billed Tody,Todus_subulatus,Todus,Todidae (Todies),,,,,
9841,nabtod1,avibase-293EAE9A,Narrow-billed Tody,Todus_angustirostris,Todus,Todidae (Todies),,,,,
9843,jamtod1,avibase-F9828C2A,Jamaican Tody,Todus_todus,Todus,Todidae (Todies),,,,,
9844,purtod1,avibase-BB5B94D9,Puerto Rican Tody,Todus_mexicanus,Todus,Todidae (Todies),,,,,
9846,todmot1,avibase-64360684,Tody Motmot,Hylomanes_momotula,Hylomanes,Momotidae (Motmots),,,,,
9850,bltmot1,avibase-720774A8,Blue-throated Motmot,Aspatha_gularis,Aspatha,Momotidae (Motmots),,,,,
9851,rucmot1,avibase-16892443,Russet-crowned Motmot,Momotus_mexicanus,Momotus,Momotidae (Motmots),,,,,
9856,bucmot1,avibase-BB7A884C,Blue-capped Motmot,Momotus_coeruliceps,Momotus,Momotidae (Motmots),,,,,
9857,bucmot2,avibase-AAADA063,Lesson's Motmot,Momotus_lessonii,Momotus,Momotidae (Motmots),,,,,
9863,bucmot3,avibase-0DB8CE98,Whooping Motmot,Momotus_subrufescens,Momotus,Momotidae (Motmots),,,,,
9869,trimot1,avibase-77D63A85,Trinidad Motmot,Momotus_bahamensis,Momotus,Momotidae (Motmots),,,,,
9870,bucmot4,avibase-7CE7EB2F,Amazonian Motmot,Momotus_momota,Momotus,Momotidae (Motmots),,,,,
9880,higmot1,avibase-6CAC15FB,Andean Motmot,Momotus_aequatorialis,Momotus,Momotidae (Motmots),,,,,
9883,rufmot1,avibase-435AB47D,Rufous Motmot,Baryphthengus_martii,Baryphthengus,Momotidae (Motmots),,,,,
9888,rucmot2,avibase-C2966A66,Rufous-capped Motmot,Baryphthengus_ruficapillus,Baryphthengus,Momotidae (Motmots),,,,,
9890,kebmot1,avibase-A8FEEA01,Keel-billed Motmot,Electron_carinatum,Electron,Momotidae (Motmots),,,,,
9891,brbmot1,avibase-87A54177,Broad-billed Motmot,Electron_platyrhynchum,Electron,Momotidae (Motmots),,,,,
9901,tubmot1,avibase-8564E262,Turquoise-browed Motmot,Eumomota_superciliosa,Eumomota,Momotidae (Motmots),,,,,
9911,blykin1,avibase-56A1C8E5,Blyth's Kingfisher,Alcedo_hercules,Alcedo,Alcedinidae (Kingfishers),,,,,
9912,comkin1,avibase-9505E03D,Common Kingfisher,Alcedo_atthis,Alcedo,Alcedinidae (Kingfishers),,,,,
9922,hackin1,avibase-F9F5CAB0,Half-collared Kingfisher,Alcedo_semitorquata,Alcedo,Alcedinidae (Kingfishers),,,,,
9926,shbkin1,avibase-A376DE65,Shining-blue Kingfisher,Alcedo_quadribrachys,Alcedo,Alcedinidae (Kingfishers),,,,,
9929,blekin1,avibase-39629250,Blue-eared Kingfisher,Alcedo_meninting,Alcedo,Alcedinidae (Kingfishers),,,,,
9937,bubkin1,avibase-9C5F80D9,Malaysian Blue-banded Kingfisher,Alcedo_peninsulae,Alcedo,Alcedinidae (Kingfishers),"Alcedo_peninsulae, Alcedo_euryzona",,Formerly lumped with the critically endangered Javan Blue-banded Kingfisher (Alcedo euryzona) which noticeably differs in female having a blue breast-band.,,
9938,bubkin2,avibase-64A8A820,Javan Blue-banded Kingfisher,Alcedo_euryzona,Alcedo,Alcedinidae (Kingfishers),,,,,
9939,smbkin1,avibase-8999E4A9,Small Blue Kingfisher,Alcedo_coerulescens,Alcedo,Alcedinidae (Kingfishers),,,,,
9940,azukin1,avibase-AC4118FA,Azure Kingfisher,Ceyx_azureus,Ceyx,Alcedinidae (Kingfishers),,,,,
9948,biskin1,avibase-8ADDDF42,Bismarck Kingfisher,Ceyx_websteri,Ceyx,Alcedinidae (Kingfishers),,,,,
9949,inbkin2,avibase-F7975DF0,Indigo-banded Kingfisher,Ceyx_cyanopectus,Ceyx,Alcedinidae (Kingfishers),,,,,
9952,norsik1,avibase-5514B980,Northern Silvery-Kingfisher,Ceyx_flumenicola,Ceyx,Alcedinidae (Kingfishers),,,,,
9953,silkin1,avibase-FEA93A09,Southern Silvery-Kingfisher,Ceyx_argentatus,Ceyx,Alcedinidae (Kingfishers),,,,,
9954,litkin1,avibase-9F840FEA,Little Kingfisher,Ceyx_pusillus,Ceyx,Alcedinidae (Kingfishers),,,,,
9964,bkbkin1,avibase-2D66E27C,Black-backed Dwarf-Kingfisher,Ceyx_erithaca,Ceyx,Alcedinidae (Kingfishers),,,,,
9967,rubkin1,avibase-2F51076C,Rufous-backed Dwarf-Kingfisher,Ceyx_rufidorsa,Ceyx,Alcedinidae (Kingfishers),,,,,
9973,phikin1,avibase-F0EEF2F8,Philippine Dwarf-Kingfisher,Ceyx_melanurus,Ceyx,Alcedinidae (Kingfishers),,,,,
9977,suldwk1,avibase-0C0CF67B,Sangihe Dwarf-Kingfisher,Ceyx_sangirensis,Ceyx,Alcedinidae (Kingfishers),"Ceyx_sangirensis, Ceyx_fallax",,"where this species’ presumed sister taxon, and former conspecific, Sulawesi Dwarf-Kingfisher (Ceyx fallax) occurs",,
9978,sulkin1,avibase-E7EB8D33,Sulawesi Dwarf-Kingfisher,Ceyx_fallax,Ceyx,Alcedinidae (Kingfishers),,,,,
9979,vardwk1,avibase-B797E63F,Dimorphic Dwarf-Kingfisher,Ceyx_margarethae,Ceyx,Alcedinidae (Kingfishers),,,,,
9980,vardwk2,avibase-FE1C0F07,Sula Dwarf-Kingfisher,Ceyx_wallacii,Ceyx,Alcedinidae (Kingfishers),,,,,
9981,varkin1,avibase-B3012D2B,Moluccan Dwarf-Kingfisher,Ceyx_lepidus,Ceyx,Alcedinidae (Kingfishers),,,,,
9984,vardwk5,avibase-1761DCEB,Buru Dwarf-Kingfisher,Ceyx_cajeli,Ceyx,Alcedinidae (Kingfishers),,,,,
9985,vardwk6,avibase-72DE8F42,Papuan Dwarf-Kingfisher,Ceyx_solitarius,Ceyx,Alcedinidae (Kingfishers),,,,,
9986,vardwk7,avibase-55DAB8DF,Manus Dwarf-Kingfisher,Ceyx_dispar,Ceyx,Alcedinidae (Kingfishers),,,,,
9987,vardwk8,avibase-629FB560,New Ireland Dwarf-Kingfisher,Ceyx_mulcatus,Ceyx,Alcedinidae (Kingfishers),,,,,
9988,vardwk9,avibase-EB20184F,New Britain Dwarf-Kingfisher,Ceyx_sacerdotis,Ceyx,Alcedinidae (Kingfishers),,,,,
9989,vardwk11,avibase-416A62A1,New Georgia Dwarf-Kingfisher,Ceyx_collectoris,Ceyx,Alcedinidae (Kingfishers),,,,,
9990,nosdwk1,avibase-86DEADF3,North Solomons Dwarf-Kingfisher,Ceyx_meeki,Ceyx,Alcedinidae (Kingfishers),,,,,
9993,guadwk1,avibase-E8585335,Guadalcanal Dwarf-Kingfisher,Ceyx_nigromaxilla,Ceyx,Alcedinidae (Kingfishers),,,,,
9996,vardwk15,avibase-1F293B90,Makira Dwarf-Kingfisher,Ceyx_gentianus,Ceyx,Alcedinidae (Kingfishers),,,,,
9997,malkin1,avibase-7149F93D,Malachite Kingfisher,Corythornis_cristatus,Corythornis,Alcedinidae (Kingfishers),,,,,
10004,malkin2,avibase-FEBCB5F6,Malagasy Kingfisher,Corythornis_vintsioides,Corythornis,Alcedinidae (Kingfishers),,,,,
10007,whbkin1,avibase-4F94B89C,White-bellied Kingfisher,Corythornis_leucogaster,Corythornis,Alcedinidae (Kingfishers),,,,,
10011,mapkin1,avibase-EDF78342,Madagascar Pygmy Kingfisher,Corythornis_madagascariensis,Corythornis,Alcedinidae (Kingfishers),,,,,
10014,afpkin1,avibase-C0998BB9,African Pygmy Kingfisher,Ispidina_picta,Ispidina,Alcedinidae (Kingfishers),,,,,
10019,dwakin1,avibase-9BE54916,African Dwarf Kingfisher,Ispidina_lecontei,Ispidina,Alcedinidae (Kingfishers),,,,,
10022,bankin1,avibase-303D5356,Banded Kingfisher,Lacedo_pulchella,Lacedo,Alcedinidae (Kingfishers),,,,,
10028,laukoo1,avibase-94AF4A47,Laughing Kookaburra,Dacelo_novaeguineae,Dacelo,Alcedinidae (Kingfishers),,,,,
10031,blwkoo1,avibase-6F0C3A53,Blue-winged Kookaburra,Dacelo_leachii,Dacelo,Alcedinidae (Kingfishers),,,,,
10036,spakoo1,avibase-5B365DF7,Spangled Kookaburra,Dacelo_tyro,Dacelo,Alcedinidae (Kingfishers),,,,,
10039,rubkoo1,avibase-8AA36DB0,Rufous-bellied Kookaburra,Dacelo_gaudichaud,Dacelo,Alcedinidae (Kingfishers),,,,,
10040,shbkoo1,avibase-CCA68E33,Shovel-billed Kookaburra,Dacelo_rex,Dacelo,Alcedinidae (Kingfishers),,,,,
10041,lickin1,avibase-E9901CE9,Sangihe Lilac Kingfisher,Cittura_sanghirensis,Cittura,Alcedinidae (Kingfishers),Cittura,,Only one option,,
10042,lickin2,avibase-DE53CCF7,Sulawesi Lilac Kingfisher,Cittura_cyanotis,Cittura,Alcedinidae (Kingfishers),,,,,
10043,bnwkin1,avibase-19C28D92,Brown-winged Kingfisher,Pelargopsis_amauroptera,Pelargopsis,Alcedinidae (Kingfishers),,,,,
10044,stbkin1,avibase-2B0E883A,Stork-billed Kingfisher,Pelargopsis_capensis,Pelargopsis,Alcedinidae (Kingfishers),,,,,
10058,blbkin1,avibase-7CF2B1F8,Great-billed Kingfisher,Pelargopsis_melanorhyncha,Pelargopsis,Alcedinidae (Kingfishers),,,,,
10062,rudkin1,avibase-6647508A,Ruddy Kingfisher,Halcyon_coromanda,Halcyon,Alcedinidae (Kingfishers),,,,,
10073,chbkin2,avibase-BD366A8F,Chocolate-backed Kingfisher,Halcyon_badia,Halcyon,Alcedinidae (Kingfishers),,,,,
10076,whtkin2,avibase-B30B6781,White-throated Kingfisher,Halcyon_smyrnensis,Halcyon,Alcedinidae (Kingfishers),,,,,
10082,bnbkin1,avibase-8B9E43C7,Brown-breasted Kingfisher,Halcyon_gularis,Halcyon,Alcedinidae (Kingfishers),,,,,
10083,gyhkin1,avibase-178B6892,Gray-headed Kingfisher,Halcyon_leucocephala,Halcyon,Alcedinidae (Kingfishers),,,,,
10089,blckin1,avibase-6B292CA0,Black-capped Kingfisher,Halcyon_pileata,Halcyon,Alcedinidae (Kingfishers),,,,,
10090,javkin1,avibase-E4948338,Javan Kingfisher,Halcyon_cyanoventris,Halcyon,Alcedinidae (Kingfishers),,,,,
10091,wookin1,avibase-47E71671,Woodland Kingfisher,Halcyon_senegalensis,Halcyon,Alcedinidae (Kingfishers),,,,,
10095,mankin2,avibase-1F360691,Mangrove Kingfisher,Halcyon_senegaloides,Halcyon,Alcedinidae (Kingfishers),,,,,
10098,blbkin4,avibase-0D8BDD35,Blue-breasted Kingfisher,Halcyon_malimbica,Halcyon,Alcedinidae (Kingfishers),,,,,
10103,brhkin1,avibase-C5D3CB2A,Brown-hooded Kingfisher,Halcyon_albiventris,Halcyon,Alcedinidae (Kingfishers),,,,,
10108,strkin1,avibase-AB51824B,Striped Kingfisher,Halcyon_chelicuti,Halcyon,Alcedinidae (Kingfishers),,,,,
10111,blbkin3,avibase-67C46F57,Blue-black Kingfisher,Todiramphus_nigrocyaneus,Todiramphus,Alcedinidae (Kingfishers),,,,,
10115,rulkin1,avibase-E482C372,Rufous-lored Kingfisher,Todiramphus_winchelli,Todiramphus,Alcedinidae (Kingfishers),,,,,
10121,bawkin1,avibase-06CB752D,Blue-and-white Kingfisher,Todiramphus_diops,Todiramphus,Alcedinidae (Kingfishers),,,,,
10122,lazkin1,avibase-6E12BE50,Lazuli Kingfisher,Todiramphus_lazuli,Todiramphus,Alcedinidae (Kingfishers),,,,,
