taxonomic_order,species_code,taxon_concept_id,primary_com_name,sci_name,genus,family,add.to,do.not.break,notes,ETM.manual.fix,MJI suggested fix
635,andtea1,avibase-EDB1BDAA,Andaman Teal,Anas_albogularis,Anas,"Anatidae (Ducks, Geese, and Waterfowl)","Anas_albogularis, Anas_gibberifrons, Anas_gracilis",,Sometimes placed in genus Nettion. Usually treated (along with A. gracilis) as conspecific with A. gibberifrons,,
636,suntea1,avibase-EC92E98D,Sunda Teal,Anas_gibberifrons,Anas,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
637,gretea1,avibase-9CBAFD8F,Gray Teal,Anas_gracilis,Anas,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
642,chetea1,avibase-DBF66606,Chestnut Teal,Anas_castanea,Anas,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
648,bertea1,avibase-7CBD0D73,Bernier's Teal,Anas_bernieri,Anas,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
649,auitea1,avibase-92C1E596,Auckland Islands Teal,Anas_aucklandica,Anas,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
650,caitea1,avibase-E804C52B,Campbell Islands Teal,Anas_nesiotis,Anas,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
651,brotea1,avibase-DF842C45,Brown Teal,Anas_chlorotis,Anas,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
656,pieduc1,avibase-FE03DD1E,Pink-eared Duck,Malacorhynchus_membranaceus,Malacorhynchus,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
657,martea1,avibase-6362936E,Marbled Duck,Marmaronetta_angustirostris,Marmaronetta,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
658,pihduc1,avibase-8D0294E1,Pink-headed Duck,Rhodonessa_caryophyllacea,Rhodonessa,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
659,whwduc1,avibase-FDB6503B,White-winged Duck,Asarcornis_scutulata,Asarcornis,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
660,recpoc,avibase-3EC2CDA9,Red-crested Pochard,Netta_rufina,Netta,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
662,soupoc1,avibase-36C0242E,Southern Pochard,Netta_erythrophthalma,Netta,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
665,robpoc1,avibase-03A3B616,Rosy-billed Pochard,Netta_peposaca,Netta,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
666,canvas,avibase-1929E1E1,Canvasback,Aythya_valisineria,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
667,redhea,avibase-3072CC16,Redhead,Aythya_americana,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
670,compoc,avibase-A96692E0,Common Pochard,Aythya_ferina,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
673,rinduc,avibase-0783A7EA,Ring-necked Duck,Aythya_collaris,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
677,ferduc,avibase-7CF91527,Ferruginous Duck,Aythya_nyroca,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
680,madpoc1,avibase-691757FF,Madagascar Pochard,Aythya_innotata,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)","Aythya_nyroca, Aythya_innotata, Aythya_baeri, Aythya_australis",,"Generally considered to be closest to A. australis, A. baeri and A. nyroca",,
681,baepoc1,avibase-750FE708,Baer's Pochard,Aythya_baeri,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)","Aythya_nyroca, Aythya_innotata, Aythya_baeri, Aythya_australis",,,,
685,wheduc1,avibase-ABEF107C,Hardhead,Aythya_australis,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
687,tufduc,avibase-67CEA1C1,Tufted Duck,Aythya_fuligula,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
693,nezsca1,avibase-3C157679,New Zealand Scaup,Aythya_novaeseelandiae,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
694,gresca,avibase-25C94A8F,Greater Scaup,Aythya_marila,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
700,lessca,avibase-50566E50,Lesser Scaup,Aythya_affinis,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
710,steeid,avibase-BA07D016,Steller's Eider,Polysticta_stelleri,Polysticta,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
711,labduc,avibase-80897D19,Labrador Duck,Camptorhynchus_labradorius,Camptorhynchus,"Anatidae (Ducks, Geese, and Waterfowl)","Polysticta_stelleri, Camptorhynchus_labradorius",Melanitta,"He considered Labrador Duck to be sister group of scoters, but recommended caution because of numerous missing character states MJI: should actually add the phylogeny that supports this rather than use this statement!",,
712,speeid,avibase-7D8BF5CC,Spectacled Eider,Somateria_fischeri,Somateria,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
713,kineid,avibase-F3D74914,King Eider,Somateria_spectabilis,Somateria,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
715,comeid,avibase-B77377EE,Common Eider,Somateria_mollissima,Somateria,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
727,harduc,avibase-BCBD2EAE,Harlequin Duck,Histrionicus_histrionicus,Histrionicus,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
728,sursco,avibase-624078BA,Surf Scoter,Melanitta_perspicillata,Melanitta,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
729,whwsco3,avibase-BAF44E36,Velvet Scoter,Melanitta_fusca,Melanitta,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
730,whwsco2,avibase-4800D6B6,White-winged Scoter,Melanitta_deglandi,Melanitta,"Anatidae (Ducks, Geese, and Waterfowl)","Melanitta_fusca, Melanitta_deglandi, Melanitta_stejnegeri","Melanitta_deglandi, Melanitta_stejnegeri",Recent splits MJI: hopefully this will treat deglandi and stejnegeri as sisters,,
731,whwsco1,avibase-1A601D86,Stejneger's Scoter,Melanitta_stejnegeri,Melanitta,"Anatidae (Ducks, Geese, and Waterfowl)","Melanitta_fusca, Melanitta_deglandi, Melanitta_stejnegeri","Melanitta_deglandi, Melanitta_stejnegeri",Recent splits MJI: hopefully this will treat deglandi and stejnegeri as sisters,,
736,blksco1,avibase-24698199,Common Scoter,Melanitta_nigra,Melanitta,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
737,blksco2,avibase-B7B1A5DD,Black Scoter,Melanitta_americana,Melanitta,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
741,lotduc,avibase-AF0C7BDE,Long-tailed Duck,Clangula_hyemalis,Clangula,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
742,buffle,avibase-FB738385,Bufflehead,Bucephala_albeola,Bucephala,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
743,comgol,avibase-68EA281A,Common Goldeneye,Bucephala_clangula,Bucephala,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
748,bargol,avibase-9456DEDF,Barrow's Goldeneye,Bucephala_islandica,Bucephala,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
752,smew,avibase-F1F52036,Smew,Mergellus_albellus,Mergellus,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
754,hoomer,avibase-60E6081E,Hooded Merganser,Lophodytes_cucullatus,Lophodytes,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
761,auimer1,avibase-EDDA42ED,Auckland Islands Merganser,Mergus_australis,Mergus,"Anatidae (Ducks, Geese, and Waterfowl)",Mergus,,,,
762,commer,avibase-407E2CA8,Common Merganser,Mergus_merganser,Mergus,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
769,bramer1,avibase-9DAC1E8B,Brazilian Merganser,Mergus_octosetaceus,Mergus,"Anatidae (Ducks, Geese, and Waterfowl)",Mergus,,,,
770,rebmer,avibase-8DB64266,Red-breasted Merganser,Mergus_serrator,Mergus,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
774,scsmer1,avibase-561D77FF,Scaly-sided Merganser,Mergus_squamatus,Mergus,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
776,blhduc1,avibase-5ACD60F4,Black-headed Duck,Heteronetta_atricapilla,Heteronetta,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
777,masduc,avibase-98C6F885,Masked Duck,Nomonyx_dominicus,Nomonyx,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
778,rudduc,avibase-675EEA7F,Ruddy Duck,Oxyura_jamaicensis,Oxyura,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
780,andduc1,avibase-3DB916F5,Andean Duck,Oxyura_ferruginea,Oxyura,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
783,whhduc1,avibase-2E40EF2C,White-headed Duck,Oxyura_leucocephala,Oxyura,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
785,macduc1,avibase-1C2F4E80,Maccoa Duck,Oxyura_maccoa,Oxyura,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
786,lakduc1,avibase-079A8245,Lake Duck,Oxyura_vittata,Oxyura,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
788,blbduc1,avibase-672BA2DA,Blue-billed Duck,Oxyura_australis,Oxyura,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
789,musduc1,avibase-623B61C4,Musk Duck,Biziura_lobata,Biziura,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,
795,ausbrt1,avibase-6BD20F58,Australian Brushturkey,Alectura_lathami,Alectura,Megapodiidae (Megapodes),,,,,
798,watbrt1,avibase-06637487,Wattled Brushturkey,Aepypodius_arfakianus,Aepypodius,Megapodiidae (Megapodes),,,,,
801,brubrt1,avibase-638C9A70,Waigeo Brushturkey,Aepypodius_bruijnii,Aepypodius,Megapodiidae (Megapodes),,,,,
802,rebbrt1,avibase-9F3603B0,Red-billed Brushturkey,Talegalla_cuvieri,Talegalla,Megapodiidae (Megapodes),,,,,
805,bkbbrt1,avibase-49888E04,Yellow-legged Brushturkey,Talegalla_fuscirostris,Talegalla,Megapodiidae (Megapodes),,,,,
810,bncbrt1,avibase-DF603601,Red-legged Brushturkey,Talegalla_jobiensis,Talegalla,Megapodiidae (Megapodes),,,,,
814,mallee1,avibase-BE7FA465,Malleefowl,Leipoa_ocellata,Leipoa,Megapodiidae (Megapodes),,,,,
815,maleo1,avibase-7B3B8F2F,Maleo,Macrocephalon_maleo,Macrocephalon,Megapodiidae (Megapodes),,,,,
816,molscr1,avibase-9CE98D28,Moluccan Megapode,Eulipoa_wallacei,Eulipoa,Megapodiidae (Megapodes),,,,,
817,niuscr1,avibase-69BBDE32,Tongan Megapode,Megapodius_pritchardii,Megapodius,Megapodiidae (Megapodes),,,,,
818,micscr1,avibase-E19BE428,Micronesian Megapode,Megapodius_laperouse,Megapodius,Megapodiidae (Megapodes),,,,,
821,nicscr1,avibase-F4042498,Nicobar Megapode,Megapodius_nicobariensis,Megapodius,Megapodiidae (Megapodes),,,,,
824,tabscr1,avibase-A3FF8DCA,Philippine Megapode,Megapodius_cumingii,Megapodius,Megapodiidae (Megapodes),,,,,
832,sulscr1,avibase-034D904B,Sula Megapode,Megapodius_bernsteinii,Megapodius,Megapodiidae (Megapodes),,,,,
833,tanscr1,avibase-8A966B18,Tanimbar Megapode,Megapodius_tenimberensis,Megapodius,Megapodiidae (Megapodes),,,,,
834,dusscr1,avibase-D3A0B18E,Dusky Megapode,Megapodius_freycinet,Megapodius,Megapodiidae (Megapodes),,,,,
842,dusscr3,avibase-8252F53B,Biak Megapode,Megapodius_geelvinkianus,Megapodius,Megapodiidae (Megapodes),,,,,
843,melscr1,avibase-5795BC17,Melanesian Megapode,Megapodius_eremita,Megapodius,Megapodiidae (Megapodes),,,,,
844,vanscr1,avibase-45EEB735,Vanuatu Megapode,Megapodius_layardi,Megapodius,Megapodiidae (Megapodes),,,,,
845,negscr1,avibase-FAE8B00D,New Guinea Megapode,Megapodius_decollatus,Megapodius,Megapodiidae (Megapodes),,,,,
846,orfscr1,avibase-73651931,Orange-footed Megapode,Megapodius_reinwardt,Megapodius,Megapodiidae (Megapodes),,,,,
853,higgua1,avibase-E627D25F,Highland Guan,Penelopina_nigra,Penelopina,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
854,blagua1,avibase-8C688594,Black Guan,Chamaepetes_unicolor,Chamaepetes,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
855,siwgua1,avibase-B019CEB9,Sickle-winged Guan,Chamaepetes_goudotii,Chamaepetes,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
862,watgua1,avibase-50A42775,Wattled Guan,Aburria_aburri,Aburria,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
863,bfpgua1,avibase-DA1A931A,Black-fronted Piping-Guan,Pipile_jacutinga,Pipile,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
864,trpgua1,avibase-9D2FC800,Trinidad Piping-Guan,Pipile_pipile,Pipile,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
865,butpig1,avibase-0440B291,Blue-throated Piping-Guan,Pipile_cumanensis,Pipile,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
866,butpig2,avibase-601C4D19,White-throated Piping-Guan,Pipile_grayi,Pipile,"Cracidae (Guans, Chachalacas, and Curassows)","Pipile_pipile, Pipile_grayi, Pipile_cumanensis","Pipile_pipile, Pipile_cumanensis","Very closely related to the Trinidad Piping-Guan (Pipile pipile), and these two are more distantly related to the Red-throated Piping-Guan (Pipile cujubi) and Black-fronted Piping-Guan (Pipile jacutinga) MJI: I think Blue-throated and Trinidad should be treated as sisters, with White-throated a bit more distant. Trinidad and White-throated should defnitely not be sister. I think this was all nomenclatural confusion since the Trinidad bird is oddly the nonomiate i nthis group of three, all of which were once a single species",,
868,rtpgua1,avibase-B261EA96,Red-throated Piping-Guan,Pipile_cujubi,Pipile,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
873,batgua1,avibase-540D21F5,Band-tailed Guan,Penelope_argyrotis,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
878,dulgua3,avibase-7F3B09C0,Yungas Guan,Penelope_bridgesi,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)","Penelope_obscura, Penelope_bridgesi",,"BOW: Delacour and Amadon (5) documented size and plumage differences between bridgesi and obscura; however, it wasn't until 2018 that it was proposed bridgesi be elevated to full species status based upon its allopatric distribution MJI: recently treated as conspecific with P. obscura",,
879,dulgua1,avibase-BF379105,Dusky-legged Guan,Penelope_obscura,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
880,whcgua1,avibase-474C532A,White-crested Guan,Penelope_pileata,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
881,chbgua1,avibase-1CE8F9FE,Chestnut-bellied Guan,Penelope_ochrogaster,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
882,whbgua1,avibase-7DDADC44,White-browed Guan,Penelope_jacucaca,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
883,beagua1,avibase-89605A18,Bearded Guan,Penelope_barbata,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
884,cregua1,avibase-01A38979,Crested Guan,Penelope_purpurascens,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
888,rumgua1,avibase-28799734,Rusty-margined Guan,Penelope_superciliaris,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
895,margua1,avibase-B08C691D,Marail Guan,Penelope_marail,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
898,whwgua1,avibase-D10D229A,White-winged Guan,Penelope_albipennis,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
899,baugua1,avibase-BA3D0CC1,Baudo Guan,Penelope_ortoni,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)","Penelope_ortoni, Penelope_montagnii, Penelope_marail",,"BOW: Has been considered a race of P. montagnii, but ranges contiguous, with overlap in W Ecuador and possibly also in SW Colombia, but without any trace of intergradation; possibly closest to P. marail. Monotypic.",,
900,andgua1,avibase-6CF279AC,Andean Guan,Penelope_montagnii,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
908,refgua1,avibase-D3E64B50,Red-faced Guan,Penelope_dabbenei,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
909,spigua1,avibase-1D1EDAF0,Spix's Guan,Penelope_jacquacu,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
916,caugua1,avibase-2296FCC4,Cauca Guan,Penelope_perspicax,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)","Penelope_jacquacu, Penelope_purpurascens, Penelope_perspicax, Penelope_albipennis, Penelope_obscura, Penelope_bridgesi",,BOW: Long considered a race of either P. jacquacu or P. purpurascens. Closely related to these two and also to P. albipennis and P. obscura.,,
918,horgua1,avibase-9584A5CA,Horned Guan,Oreophasis_derbianus,Oreophasis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
919,noccur1,avibase-B4CC6C9F,Nocturnal Curassow,Nothocrax_urumutum,Nothocrax,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
920,helcur1,avibase-04689F34,Helmeted Curassow,Pauxi_pauxi,Pauxi,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
923,horcur2,avibase-8F41C0ED,Sira Curassow,Pauxi_koepckeae,Pauxi,"Cracidae (Guans, Chachalacas, and Curassows)","Pauxi_unicornis, Pauxi_koepckeae",,Add at genus MJI: unicornis and koepckeae areclear sisters,,
924,horcur3,avibase-FB925C9B,Horned Curassow,Pauxi_unicornis,Pauxi,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
925,crecur2,avibase-5C20314D,Crestless Curassow,Mitu_tomentosum,Mitu,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
926,alacur1,avibase-333D3213,Alagoas Curassow,Mitu_mitu,Mitu,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
927,salcur1,avibase-D24A7EA3,Salvin's Curassow,Mitu_salvini,Mitu,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
928,rabcur2,avibase-303C9D79,Razor-billed Curassow,Mitu_tuberosum,Mitu,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
929,yekcur1,avibase-0A74C21D,Yellow-knobbed Curassow,Crax_daubentoni,Crax,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
930,grecur1,avibase-BA8A14D2,Great Curassow,Crax_rubra,Crax,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
933,bubcur1,avibase-9260D3DD,Blue-billed Curassow,Crax_alberti,Crax,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
934,watcur1,avibase-E3180F5D,Wattled Curassow,Crax_globulosa,Crax,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
935,rebcur1,avibase-CB3380D4,Red-billed Curassow,Crax_blumenbachii,Crax,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
936,blacur1,avibase-16A1A2B1,Black Curassow,Crax_alector,Crax,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
939,bafcur1,avibase-120F52B3,Bare-faced Curassow,Crax_fasciolata,Crax,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
945,placha,avibase-F4F49CCB,Plain Chachalaca,Ortalis_vetula,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
950,whbcha1,avibase-36D6CAB7,White-bellied Chachalaca,Ortalis_leucogastra,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
951,wemcha1,avibase-98FC9EB9,West Mexican Chachalaca,Ortalis_poliocephala,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
952,rubcha1,avibase-1C856C25,Rufous-bellied Chachalaca,Ortalis_wagleri,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
954,grhcha1,avibase-3760C5DC,Gray-headed Chachalaca,Ortalis_cinereiceps,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
955,ruhcha1,avibase-7B8E0E0F,Rufous-headed Chachalaca,Ortalis_erythroptera,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
956,varcha1,avibase-E0BC6A2E,Variable Chachalaca,Ortalis_motmot,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
957,varcha3,avibase-9DD9E321,Chestnut-headed Chachalaca,Ortalis_ruficeps,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)","Ortalis_motmot, Ortalis_superciliaris, Ortalis_ruficeps",,,,
958,chacha1,avibase-497B576C,Chaco Chachalaca,Ortalis_canicollis,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
961,colcha1,avibase-1F58D15F,Colombian Chachalaca,Ortalis_columbiana,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)","Ortalis_guttata, Ortalis_araucuan, Ortalis_columbiana",,"MJI revisions 17 Dec 2025: This was coming out as basal to the whole genus, so I put it back with the species it was most recently split from (O. guttata). EM: I have identified what I believe would be considered the guttata group here",,fixed
962,specha3,avibase-3BA3E03E,Speckled Chachalaca,Ortalis_guttata,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
967,bubcha1,avibase-D2E6C1C1,Buff-browed Chachalaca,Ortalis_superciliaris,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)","Ortalis_motmot, Ortalis_superciliaris, Ortalis_ruficeps",,,,
968,specha2,avibase-7C8C422A,East Brazilian Chachalaca,Ortalis_araucuan,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)","Ortalis_guttata, Ortalis_araucuan, Ortalis_columbiana",,"MJI revisions 17 Dec 2025: This was coming out as basal to the whole genus, so I put it back with the species it was most recently split from (O. guttata). EM: I have identified what I believe would be considered the guttata group here",,fixed
969,specha4,avibase-407F8A84,Scaled Chachalaca,Ortalis_squamata,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)","Ortalis_leucogastra, Ortalis_columbiana, Ortalis_guttata, Ortalis_araucuan, Ortalis_squamata, Ortalis_motmot, Ortalis_ruficeps, Ortalis_superciliaris",,I have identified what I believe would be considered the guttata group here,,
970,chwcha1,avibase-B679EB0C,Chestnut-winged Chachalaca,Ortalis_garrula,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
971,ruvcha1,avibase-E6447877,Rufous-vented Chachalaca,Ortalis_ruficauda,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,
977,helgui,avibase-1044B438,Helmeted Guineafowl,Numida_meleagris,Numida,Numididae (Guineafowl),,,,,
990,whbgui1,avibase-E0EE1B89,White-breasted Guineafowl,Agelastes_meleagrides,Agelastes,Numididae (Guineafowl),,,,,
991,blagui1,avibase-38193321,Black Guineafowl,Agelastes_niger,Agelastes,Numididae (Guineafowl),,,,,
992,vulgui1,avibase-F7A3FA35,Vulturine Guineafowl,Acryllium_vulturinum,Acryllium,Numididae (Guineafowl),,,,,
993,plugui1,avibase-374253A6,Plumed Guineafowl,Guttera_plumifera,Guttera,Numididae (Guineafowl),,,,,
996,cregui3,avibase-35D60F12,Eastern Crested Guineafowl,Guttera_pucherani,Guttera,Numididae (Guineafowl),,,,,
997,cregui2,avibase-9D29C252,Western Crested Guineafowl,Guttera_verreauxi,Guttera,Numididae (Guineafowl),"Guttera_pucherani, Guttera_verreauxi, Guttera_edouardi",,Recent split,,
1000,cregui4,avibase-34703319,Southern Crested Guineafowl,Guttera_edouardi,Guttera,Numididae (Guineafowl),"Guttera_pucherani, Guttera_verreauxi, Guttera_edouardi",,Recent split,,
1005,stopar1,avibase-57B05159,Stone Partridge,Ptilopachus_petrosus,Ptilopachus,Odontophoridae (New World Quail),,,,,
1008,nahfra2,avibase-07A42F4E,Nahan's Partridge,Ptilopachus_nahani,Ptilopachus,Odontophoridae (New World Quail),,,,,
1009,tafqua1,avibase-8A792FFC,Tawny-faced Quail,Rhynchortyx_cinctus,Rhynchortyx,Odontophoridae (New World Quail),,,,,
1013,mouqua,avibase-171E91FF,Mountain Quail,Oreortyx_pictus,Oreortyx,Odontophoridae (New World Quail),,,,,
1014,bcwpar1,avibase-AF3E329B,Buffy-crowned Wood-Partridge,Dendrortyx_leucophrys,Dendrortyx,Odontophoridae (New World Quail),,,,,
1017,ltwpar1,avibase-B6A6A4A0,Long-tailed Wood-Partridge,Dendrortyx_macroura,Dendrortyx,Odontophoridae (New World Quail),,,,,
1024,bewpar1,avibase-B2082233,Bearded Wood-Partridge,Dendrortyx_barbatus,Dendrortyx,Odontophoridae (New World Quail),,,,,
1025,banqua1,avibase-4DE41E52,Banded Quail,Philortyx_fasciatus,Philortyx,Odontophoridae (New World Quail),,,,,
1026,norbob,avibase-91CCBC71,Northern Bobwhite,Colinus_virginianus,Colinus,Odontophoridae (New World Quail),,,,,
1052,bltbob1,avibase-2F9C259A,Black-throated Bobwhite,Colinus_nigrogularis,Colinus,Odontophoridae (New World Quail),,,,,
