taxonomic_order,species_code,taxon_concept_id,primary_com_name,sci_name,genus,family,add.to,do.not.break,notes,needs.statement,fix.add.to,fix.do.not.break
564,whcpin,avibase-D2F97D13,White-cheeked Pintail,Anas_bahamensis,Anas,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
570,rebduc1,avibase-8F6876AC,Red-billed Duck,Anas_erythrorhyncha,Anas,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
571,norpin,avibase-56CCA717,Northern Pintail,Anas_acuta,Anas,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
579,eatpin1,avibase-8899CF64,Eaton's Pintail,Anas_eatoni,Anas,"Anatidae (Ducks, Geese, and Waterfowl)","Anas_acuta, Anas_eatoni, Anas_georgica",,With A. acuta and A. georgica sometimes placed in genus Dafila.,,,
582,yebpin1,avibase-B940CCD5,Yellow-billed Pintail,Anas_georgica,Anas,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
588,gnwtea,avibase-BC6C3CCE,Green-winged Teal,Anas_crecca,Anas,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
602,spetea3,avibase-0642F0F9,Andean Teal,Anas_andium,Anas,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
605,yebtea1,avibase-D4263C69,Yellow-billed Teal,Anas_flavirostris,Anas,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
610,mauduc1,avibase-08F2BBC6,Mauritius Duck,Anas_theodori,Anas,"Anatidae (Ducks, Geese, and Waterfowl)","Anas_theodori, Anas_bernieri",,"Sometimes placed in subgenus Nettion within the A. gibberifrons species-group. Closest living relative formerly reckoned to be A. melleri, but now thought to be A. bernieri. ",,,
611,andtea1,avibase-EDB1BDAA,Andaman Teal,Anas_albogularis,Anas,"Anatidae (Ducks, Geese, and Waterfowl)","Anas_albogularis, Anas_gibberifrons, Anas_gracilis",,Sometimes placed in genus Nettion. Usually treated (along with A. gracilis) as conspecific with A. gibberifrons,,,
612,suntea1,avibase-EC92E98D,Sunda Teal,Anas_gibberifrons,Anas,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
613,gretea1,avibase-9CBAFD8F,Gray Teal,Anas_gracilis,Anas,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
617,chetea1,avibase-DBF66606,Chestnut Teal,Anas_castanea,Anas,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
623,bertea1,avibase-7CBD0D73,Bernier's Teal,Anas_bernieri,Anas,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
624,auitea1,avibase-92C1E596,Auckland Islands Teal,Anas_aucklandica,Anas,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
625,caitea1,avibase-E804C52B,Campbell Islands Teal,Anas_nesiotis,Anas,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
626,brotea1,avibase-DF842C45,Brown Teal,Anas_chlorotis,Anas,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
631,pieduc1,avibase-FE03DD1E,Pink-eared Duck,Malacorhynchus_membranaceus,Malacorhynchus,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
632,martea1,avibase-6362936E,Marbled Duck,Marmaronetta_angustirostris,Marmaronetta,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
633,pihduc1,avibase-8D0294E1,Pink-headed Duck,Rhodonessa_caryophyllacea,Rhodonessa,"Anatidae (Ducks, Geese, and Waterfowl)","Asarcornis_scutulata, Netta_rufina, Netta_erythrophthalma, Netta_peposaca, Aythya_valisineria, Aythya_americana, Aythya_ferina, Aythya_collaris, Aythya_nyroca, Aythya_innotata, Aythya_baeri, Aythya_australis, Aythya_fuligula, Aythya_novaeseelandiae, Aythya_marila, Aythya_affinis",Asarcornis; Netta; Aythya,"More recently, DNA sequence data from a museum specimen enabled an assessment of its taxonomic relationships based on genetic data (15). This study found Pink-headed Duck was part of the Aythyini tribe, where it was apparently sister to both Netta and Aythya; it appears that White-winged Duck (Asarcornis scutulata) and Marbled Teal (Marmaronetta angustirostris) are sister to this large clade. Within the Aythini, Rhodonessa diverged from the pochards (Netta and Aythya) approximately 2.8 million years ago; this level of divergence supports retaining the genus Rhodonessa as monotypic (15).",,,
634,whwduc1,avibase-FDB6503B,White-winged Duck,Asarcornis_scutulata,Asarcornis,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
635,recpoc,avibase-3EC2CDA9,Red-crested Pochard,Netta_rufina,Netta,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
637,soupoc1,avibase-36C0242E,Southern Pochard,Netta_erythrophthalma,Netta,"Anatidae (Ducks, Geese, and Waterfowl)",Netta,Netta,Sometimes placed in genus Metopiana or in monospecific Phaeoaythia; apparently not closely linked to other members of Netta.,,,
640,robpoc1,avibase-03A3B616,Rosy-billed Pochard,Netta_peposaca,Netta,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
641,canvas,avibase-1929E1E1,Canvasback,Aythya_valisineria,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
642,redhea,avibase-3072CC16,Redhead,Aythya_americana,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
645,compoc,avibase-A96692E0,Common Pochard,Aythya_ferina,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
648,rinduc,avibase-0783A7EA,Ring-necked Duck,Aythya_collaris,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
652,ferduc,avibase-7CF91527,Ferruginous Duck,Aythya_nyroca,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
655,madpoc1,avibase-691757FF,Madagascar Pochard,Aythya_innotata,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)","Aythya_nyroca, Aythya_innotata, Aythya_baeri, Aythya_australis",,"Generally considered to be closest to A. australis, A. baeri and A. nyroca",,,
656,baepoc1,avibase-750FE708,Baer's Pochard,Aythya_baeri,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)","Aythya_nyroca, Aythya_innotata, Aythya_baeri, Aythya_australis",,,,,
660,wheduc1,avibase-ABEF107C,Hardhead,Aythya_australis,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
662,tufduc,avibase-67CEA1C1,Tufted Duck,Aythya_fuligula,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
668,nezsca1,avibase-3C157679,New Zealand Scaup,Aythya_novaeseelandiae,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)","Aythya_collaris, Aythya_fuligula, Aythya_novaeseelandiae",,Generally considered to be closest to A. collaris and A. fuligula,,,
669,gresca,avibase-25C94A8F,Greater Scaup,Aythya_marila,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
675,lessca,avibase-50566E50,Lesser Scaup,Aythya_affinis,Aythya,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
685,steeid,avibase-BA07D016,Steller's Eider,Polysticta_stelleri,Polysticta,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
686,labduc,avibase-80897D19,Labrador Duck,Camptorhynchus_labradorius,Camptorhynchus,"Anatidae (Ducks, Geese, and Waterfowl)","Camptorhynchus_labradorius, Melanitta_perspicillata, Melanitta_fusca, Melanitta_deglandi, Melanitta_stejnegeri, Melanitta_nigra, Melanitta_americana",Melanitta,"He considered Labrador Duck to be sister group of scoters, but recommended caution because of numerous missing character states",,,
687,speeid,avibase-7D8BF5CC,Spectacled Eider,Somateria_fischeri,Somateria,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
688,kineid,avibase-F3D74914,King Eider,Somateria_spectabilis,Somateria,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
690,comeid,avibase-B77377EE,Common Eider,Somateria_mollissima,Somateria,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
702,harduc,avibase-BCBD2EAE,Harlequin Duck,Histrionicus_histrionicus,Histrionicus,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
703,sursco,avibase-624078BA,Surf Scoter,Melanitta_perspicillata,Melanitta,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
704,whwsco3,avibase-BAF44E36,Velvet Scoter,Melanitta_fusca,Melanitta,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
705,whwsco2,avibase-4800D6B6,White-winged Scoter,Melanitta_deglandi,Melanitta,"Anatidae (Ducks, Geese, and Waterfowl)","Melanitta_fusca, Melanitta_deglandi, Melanitta_stejnegeri",,Recent splits,,,
706,whwsco1,avibase-1A601D86,Stejneger's Scoter,Melanitta_stejnegeri,Melanitta,"Anatidae (Ducks, Geese, and Waterfowl)","Melanitta_fusca, Melanitta_deglandi, Melanitta_stejnegeri",,Recent splits,,,
711,blksco1,avibase-24698199,Common Scoter,Melanitta_nigra,Melanitta,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
712,blksco2,avibase-B7B1A5DD,Black Scoter,Melanitta_americana,Melanitta,"Anatidae (Ducks, Geese, and Waterfowl)","Melanitta_nigra, Melanitta_americana",,"Treated together, the Black (M. americana) and Common (M. nigra) scoters are sister to a clade containing the Surf Scoter (M. perspicillata) and White-winged Scoter (M. fusca) complex (Johnsgard 1965, Livezey 1995). For a century the Nearctic M. americana and Palearctic M. nigra have been treated either as conspecific or as allospecies",,,
716,lotduc,avibase-AF0C7BDE,Long-tailed Duck,Clangula_hyemalis,Clangula,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
717,buffle,avibase-FB738385,Bufflehead,Bucephala_albeola,Bucephala,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
718,comgol,avibase-68EA281A,Common Goldeneye,Bucephala_clangula,Bucephala,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
723,bargol,avibase-9456DEDF,Barrow's Goldeneye,Bucephala_islandica,Bucephala,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
727,smew,avibase-F1F52036,Smew,Mergellus_albellus,Mergellus,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
729,hoomer,avibase-60E6081E,Hooded Merganser,Lophodytes_cucullatus,Lophodytes,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
736,auimer1,avibase-EDDA42ED,Auckland Islands Merganser,Mergus_australis,Mergus,"Anatidae (Ducks, Geese, and Waterfowl)",Mergus,,,,,
737,commer,avibase-407E2CA8,Common Merganser,Mergus_merganser,Mergus,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
744,bramer1,avibase-9DAC1E8B,Brazilian Merganser,Mergus_octosetaceus,Mergus,"Anatidae (Ducks, Geese, and Waterfowl)",Mergus,,,,,
745,rebmer,avibase-8DB64266,Red-breasted Merganser,Mergus_serrator,Mergus,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
749,scsmer1,avibase-561D77FF,Scaly-sided Merganser,Mergus_squamatus,Mergus,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
751,blhduc1,avibase-5ACD60F4,Black-headed Duck,Heteronetta_atricapilla,Heteronetta,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
752,masduc,avibase-98C6F885,Masked Duck,Nomonyx_dominicus,Nomonyx,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
753,rudduc,avibase-675EEA7F,Ruddy Duck,Oxyura_jamaicensis,Oxyura,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
755,andduc1,avibase-3DB916F5,Andean Duck,Oxyura_ferruginea,Oxyura,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
758,whhduc1,avibase-2E40EF2C,White-headed Duck,Oxyura_leucocephala,Oxyura,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
760,macduc1,avibase-1C2F4E80,Maccoa Duck,Oxyura_maccoa,Oxyura,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
761,lakduc1,avibase-079A8245,Lake Duck,Oxyura_vittata,Oxyura,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
763,blbduc1,avibase-672BA2DA,Blue-billed Duck,Oxyura_australis,Oxyura,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
764,musduc1,avibase-623B61C4,Musk Duck,Biziura_lobata,Biziura,"Anatidae (Ducks, Geese, and Waterfowl)",,,,,,
770,ausbrt1,avibase-6BD20F58,Australian Brushturkey,Alectura_lathami,Alectura,Megapodiidae (Megapodes),,,,,,
773,watbrt1,avibase-06637487,Wattled Brushturkey,Aepypodius_arfakianus,Aepypodius,Megapodiidae (Megapodes),,,,,,
776,brubrt1,avibase-638C9A70,Waigeo Brushturkey,Aepypodius_bruijnii,Aepypodius,Megapodiidae (Megapodes),,,,,,
777,rebbrt1,avibase-9F3603B0,Red-billed Brushturkey,Talegalla_cuvieri,Talegalla,Megapodiidae (Megapodes),,,,,,
780,bkbbrt1,avibase-49888E04,Yellow-legged Brushturkey,Talegalla_fuscirostris,Talegalla,Megapodiidae (Megapodes),,,,,,
785,bncbrt1,avibase-DF603601,Red-legged Brushturkey,Talegalla_jobiensis,Talegalla,Megapodiidae (Megapodes),,,,,,
789,mallee1,avibase-BE7FA465,Malleefowl,Leipoa_ocellata,Leipoa,Megapodiidae (Megapodes),,,,,,
790,maleo1,avibase-7B3B8F2F,Maleo,Macrocephalon_maleo,Macrocephalon,Megapodiidae (Megapodes),,,,,,
791,molscr1,avibase-9CE98D28,Moluccan Megapode,Eulipoa_wallacei,Eulipoa,Megapodiidae (Megapodes),,,,,,
792,niuscr1,avibase-69BBDE32,Tongan Megapode,Megapodius_pritchardii,Megapodius,Megapodiidae (Megapodes),,,,,,
793,micscr1,avibase-E19BE428,Micronesian Megapode,Megapodius_laperouse,Megapodius,Megapodiidae (Megapodes),,,,,,
796,nicscr1,avibase-F4042498,Nicobar Megapode,Megapodius_nicobariensis,Megapodius,Megapodiidae (Megapodes),,,,,,
799,tabscr1,avibase-A3FF8DCA,Philippine Megapode,Megapodius_cumingii,Megapodius,Megapodiidae (Megapodes),,,,,,
807,sulscr1,avibase-034D904B,Sula Megapode,Megapodius_bernsteinii,Megapodius,Megapodiidae (Megapodes),,,,,,
808,tanscr1,avibase-8A966B18,Tanimbar Megapode,Megapodius_tenimberensis,Megapodius,Megapodiidae (Megapodes),,,,,,
809,dusscr1,avibase-D3A0B18E,Dusky Megapode,Megapodius_freycinet,Megapodius,Megapodiidae (Megapodes),,,,,,
817,dusscr3,avibase-8252F53B,Biak Megapode,Megapodius_geelvinkianus,Megapodius,Megapodiidae (Megapodes),,,,,,
818,melscr1,avibase-5795BC17,Melanesian Megapode,Megapodius_eremita,Megapodius,Megapodiidae (Megapodes),,,,,,
819,vanscr1,avibase-45EEB735,Vanuatu Megapode,Megapodius_layardi,Megapodius,Megapodiidae (Megapodes),,,,,,
820,negscr1,avibase-FAE8B00D,New Guinea Megapode,Megapodius_decollatus,Megapodius,Megapodiidae (Megapodes),,,,,,
821,orfscr1,avibase-73651931,Orange-footed Megapode,Megapodius_reinwardt,Megapodius,Megapodiidae (Megapodes),,,,,,
828,placha,avibase-F4F49CCB,Plain Chachalaca,Ortalis_vetula,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
833,grhcha1,avibase-3760C5DC,Gray-headed Chachalaca,Ortalis_cinereiceps,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
834,chwcha1,avibase-B679EB0C,Chestnut-winged Chachalaca,Ortalis_garrula,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
835,ruvcha1,avibase-E6447877,Rufous-vented Chachalaca,Ortalis_ruficauda,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
838,ruhcha1,avibase-7B8E0E0F,Rufous-headed Chachalaca,Ortalis_erythroptera,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
839,rubcha1,avibase-1C856C25,Rufous-bellied Chachalaca,Ortalis_wagleri,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
840,wemcha1,avibase-98FC9EB9,West Mexican Chachalaca,Ortalis_poliocephala,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
842,chacha1,avibase-497B576C,Chaco Chachalaca,Ortalis_canicollis,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
845,whbcha1,avibase-36D6CAB7,White-bellied Chachalaca,Ortalis_leucogastra,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
846,colcha1,avibase-1F58D15F,Colombian Chachalaca,Ortalis_columbiana,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)","Ortalis_leucogastra, Ortalis_columbiana, Ortalis_guttata, Ortalis_araucuan, Ortalis_squamata, Ortalis_motmot, Ortalis_ruficeps, Ortalis_superciliaris",,I have identified what I believe would be considered the guttata group here,,,
847,specha3,avibase-3BA3E03E,Speckled Chachalaca,Ortalis_guttata,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
852,specha2,avibase-7C8C422A,East Brazilian Chachalaca,Ortalis_araucuan,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)","Ortalis_leucogastra, Ortalis_columbiana, Ortalis_guttata, Ortalis_araucuan, Ortalis_squamata, Ortalis_motmot, Ortalis_ruficeps, Ortalis_superciliaris",,I have identified what I believe would be considered the guttata group here,,,
853,specha4,avibase-407F8A84,Scaled Chachalaca,Ortalis_squamata,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)","Ortalis_leucogastra, Ortalis_columbiana, Ortalis_guttata, Ortalis_araucuan, Ortalis_squamata, Ortalis_motmot, Ortalis_ruficeps, Ortalis_superciliaris",,I have identified what I believe would be considered the guttata group here,,,
854,varcha1,avibase-E0BC6A2E,Variable Chachalaca,Ortalis_motmot,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
855,varcha3,avibase-9DD9E321,Chestnut-headed Chachalaca,Ortalis_ruficeps,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)","Ortalis_motmot, Ortalis_superciliaris, Ortalis_ruficeps",,,,,
856,bubcha1,avibase-D2E6C1C1,Buff-browed Chachalaca,Ortalis_superciliaris,Ortalis,"Cracidae (Guans, Chachalacas, and Curassows)","Ortalis_motmot, Ortalis_superciliaris, Ortalis_ruficeps",,,,,
858,batgua1,avibase-540D21F5,Band-tailed Guan,Penelope_argyrotis,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
862,beagua1,avibase-89605A18,Bearded Guan,Penelope_barbata,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
863,baugua1,avibase-BA3D0CC1,Baudo Guan,Penelope_ortoni,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)","Penelope_ortoni, Penelope_montagnii, Penelope_marail",,"BOW: Has been considered a race of P. montagnii, but ranges contiguous, with overlap in W Ecuador and possibly also in SW Colombia, but without any trace of intergradation; possibly closest to P. marail. Monotypic.",,,
864,andgua1,avibase-6CF279AC,Andean Guan,Penelope_montagnii,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
870,margua1,avibase-B08C691D,Marail Guan,Penelope_marail,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
873,rumgua1,avibase-28799734,Rusty-margined Guan,Penelope_superciliaris,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
879,refgua1,avibase-D3E64B50,Red-faced Guan,Penelope_dabbenei,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
880,spigua1,avibase-1D1EDAF0,Spix's Guan,Penelope_jacquacu,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
887,cregua1,avibase-01A38979,Crested Guan,Penelope_purpurascens,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
891,caugua1,avibase-2296FCC4,Cauca Guan,Penelope_perspicax,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)","Penelope_jacquacu, Penelope_purpurascens, Penelope_perspicax, Penelope_albipennis, Penelope_obscura, Penelope_bridgesi",,BOW: Long considered a race of either P. jacquacu or P. purpurascens. Closely related to these two and also to P. albipennis and P. obscura.,,,
892,whwgua1,avibase-D10D229A,White-winged Guan,Penelope_albipennis,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
893,dulgua1,avibase-BF379105,Dusky-legged Guan,Penelope_obscura,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
897,dulgua3,avibase-7F3B09C0,Yungas Guan,Penelope_bridgesi,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)","Penelope_jacquacu, Penelope_purpurascens, Penelope_perspicax, Penelope_albipennis, Penelope_obscura, Penelope_bridgesi",,"BOW: Delacour and Amadon (5) documented size and plumage differences between bridgesi and obscura; however, it wasn't until 2018 that it was proposed bridgesi be elevated to full species status based upon its allopatric distribution",,,
898,whcgua1,avibase-474C532A,White-crested Guan,Penelope_pileata,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
899,chbgua1,avibase-1CE8F9FE,Chestnut-bellied Guan,Penelope_ochrogaster,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
900,whbgua1,avibase-7DDADC44,White-browed Guan,Penelope_jacucaca,Penelope,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
902,trpgua1,avibase-9D2FC800,Trinidad Piping-Guan,Pipile_pipile,Pipile,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
903,butpig1,avibase-0440B291,Blue-throated Piping-Guan,Pipile_cumanensis,Pipile,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
904,butpig2,avibase-601C4D19,White-throated Piping-Guan,Pipile_grayi,Pipile,"Cracidae (Guans, Chachalacas, and Curassows)","Pipile_pipile, Pipile_grayi",,"Very closely related to the Trinidad Piping-Guan (Pipile pipile), and these two are more distantly related to the Red-throated Piping-Guan (Pipile cujubi) and Black-fronted Piping-Guan (Pipile jacutinga) ",,,
906,rtpgua1,avibase-B261EA96,Red-throated Piping-Guan,Pipile_cujubi,Pipile,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
911,bfpgua1,avibase-DA1A931A,Black-fronted Piping-Guan,Pipile_jacutinga,Pipile,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
912,watgua1,avibase-50A42775,Wattled Guan,Aburria_aburri,Aburria,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
913,blagua1,avibase-8C688594,Black Guan,Chamaepetes_unicolor,Chamaepetes,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
914,siwgua1,avibase-B019CEB9,Sickle-winged Guan,Chamaepetes_goudotii,Chamaepetes,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
920,higgua1,avibase-E627D25F,Highland Guan,Penelopina_nigra,Penelopina,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
921,horgua1,avibase-9584A5CA,Horned Guan,Oreophasis_derbianus,Oreophasis,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
922,noccur1,avibase-B4CC6C9F,Nocturnal Curassow,Nothocrax_urumutum,Nothocrax,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
923,crecur2,avibase-5C20314D,Crestless Curassow,Mitu_tomentosum,Mitu,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
924,salcur1,avibase-D24A7EA3,Salvin's Curassow,Mitu_salvini,Mitu,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
925,rabcur2,avibase-303C9D79,Razor-billed Curassow,Mitu_tuberosum,Mitu,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
926,alacur1,avibase-333D3213,Alagoas Curassow,Mitu_mitu,Mitu,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
927,helcur1,avibase-04689F34,Helmeted Curassow,Pauxi_pauxi,Pauxi,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
930,horcur2,avibase-8F41C0ED,Sira Curassow,Pauxi_koepckeae,Pauxi,"Cracidae (Guans, Chachalacas, and Curassows)",Pauxi,,Add at genus,,,
931,horcur3,avibase-FB925C9B,Horned Curassow,Pauxi_unicornis,Pauxi,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
932,grecur1,avibase-BA8A14D2,Great Curassow,Crax_rubra,Crax,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
935,bubcur1,avibase-9260D3DD,Blue-billed Curassow,Crax_alberti,Crax,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
936,yekcur1,avibase-0A74C21D,Yellow-knobbed Curassow,Crax_daubentoni,Crax,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
937,blacur1,avibase-16A1A2B1,Black Curassow,Crax_alector,Crax,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
940,watcur1,avibase-E3180F5D,Wattled Curassow,Crax_globulosa,Crax,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
941,bafcur1,avibase-120F52B3,Bare-faced Curassow,Crax_fasciolata,Crax,"Cracidae (Guans, Chachalacas, and Curassows)",,,,,,
